cusip,fundid,paramt,net_change,holdingbond,totalpar,matchp,yq
00209AAE,21799,28600,5000,1230,10531.219,0.201901417,200504
00209AAG,21799,5000,0,1230,10531.219,0.201901417,200504
111021AD,21799,11000,0,1230,10531.219,0.201901417,200504
111021AE,21799,20000,0,1230,10531.219,0.201901417,200504
172967CQ,21799,68059,48559,1230,10531.219,0.201901417,200504
208251AE,21799,7500,0,1230,10531.219,0.201901417,200504
25156PAB,21799,3000,0,1230,10531.219,0.201901417,200504
25156PAC,21799,40000,10000,1230,10531.219,0.201901417,200504
337932AB,21799,8500,0,1230,10531.219,0.201901417,200504
337932AC,21799,0,-5000,1230,10531.219,0.201901417,200504
345397SM,21799,2000,0,1230,10531.219,0.201901417,200504
345397TY,21799,3780,3780,1230,10531.219,0.201901417,200504
345397TZ,21799,6730,-15895,1230,10531.219,0.201901417,200504
35177PAK,21799,36925,0,1230,10531.219,0.201901417,200504
369604AY,21799,29000,0,1230,10531.219,0.201901417,200504
36962GXZ,21799,39400,2000,1230,10531.219,0.201901417,200504
36962GYY,21799,10000,0,1230,10531.219,0.201901417,200504
617446HR,21799,14000,0,1230,10531.219,0.201901417,200504
61748AAE,21799,40000,0,1230,10531.219,0.201901417,200504
852060AG,21799,43000,0,1230,10531.219,0.201901417,200504
852060AT,21799,25000,0,1230,10531.219,0.201901417,200504
00184AAC,26661,6250,0,2516,25040.653,0.201901417,200504
00184AAF,26661,800,0,2516,25040.653,0.201901417,200504
00209AAE,26661,5215,0,2516,25040.653,0.201901417,200504
00209TAA,26661,4598,0,2516,25040.653,0.201901417,200504
111021AD,26661,20250,0,2516,25040.653,0.201901417,200504
111021AE,26661,5000,0,2516,25040.653,0.201901417,200504
172967AZ,26661,3780,3780,2516,25040.653,0.201901417,200504
337932AB,26661,10820,0,2516,25040.653,0.201901417,200504
337932AC,26661,900,0,2516,25040.653,0.201901417,200504
345370CA,26661,1250,0,2516,25040.653,0.201901417,200504
345397SM,26661,14480,0,2516,25040.653,0.201901417,200504
345397TS,26661,500,0,2516,25040.653,0.201901417,200504
345397TY,26661,4620,0,2516,25040.653,0.201901417,200504
36962GYY,26661,2850,0,2516,25040.653,0.201901417,200504
370425RZ,26661,900,0,2516,25040.653,0.201901417,200504
38141GAZ,26661,2900,0,2516,25040.653,0.201901417,200504
61748AAE,26661,9490,0,2516,25040.653,0.201901417,200504
852060AD,26661,3625,0,2516,25040.653,0.201901417,200504
852060AG,26661,6000,0,2516,25040.653,0.201901417,200504
00184AAC,22065,45205,0,3191,74963.539,0.201901417,200504
00209AAE,22065,28000,0,3191,74963.539,0.201901417,200504
00209AAG,22065,19000,0,3191,74963.539,0.201901417,200504
00209TAA,22065,11438,0,3191,74963.539,0.201901417,200504
060505AG,22065,15000,0,3191,74963.539,0.201901417,200504
111021AD,22065,22600,0,3191,74963.539,0.201901417,200504
111021AE,22065,11000,0,3191,74963.539,0.201901417,200504
172967AZ,22065,20000,0,3191,74963.539,0.201901417,200504
208251AE,22065,13970,0,3191,74963.539,0.201901417,200504
25156PAC,22065,28000,0,3191,74963.539,0.201901417,200504
25179SAC,22065,16500,0,3191,74963.539,0.201901417,200504
337932AB,22065,4640,0,3191,74963.539,0.201901417,200504
337932AC,22065,22000,0,3191,74963.539,0.201901417,200504
35177PAK,22065,1000,0,3191,74963.539,0.201901417,200504
369604AY,22065,15000,0,3191,74963.539,0.201901417,200504
36962GXZ,22065,33000,0,3191,74963.539,0.201901417,200504
617446GM,22065,9000,0,3191,74963.539,0.201901417,200504
61748AAE,22065,0,-40000,3191,74963.539,0.201901417,200504
852060AD,22065,42065,0,3191,74963.539,0.201901417,200504
852060AG,22065,99000,0,3191,74963.539,0.201901417,200504
852060AS,22065,1000,0,3191,74963.539,0.201901417,200504
852060AT,22065,15000,0,3191,74963.539,0.201901417,200504
00184AAC,26567,1500,0,1381,10122.164,0.201901417,200504
00209AAE,26567,100,0,1381,10122.164,0.201901417,200504
060505AG,26567,2600,0,1381,10122.164,0.201901417,200504
111021AD,26567,2100,0,1381,10122.164,0.201901417,200504
111021AE,26567,25000,0,1381,10122.164,0.201901417,200504
172967CQ,26567,5202,0,1381,10122.164,0.201901417,200504
208251AE,26567,2000,0,1381,10122.164,0.201901417,200504
25156PAB,26567,100,0,1381,10122.164,0.201901417,200504
25156PAC,26567,21750,0,1381,10122.164,0.201901417,200504
25179SAC,26567,29555,0,1381,10122.164,0.201901417,200504
337932AB,26567,4500,0,1381,10122.164,0.201901417,200504
345370CA,26567,340,0,1381,10122.164,0.201901417,200504
345397SG,26567,5000,0,1381,10122.164,0.201901417,200504
35177PAK,26567,100,-4000,1381,10122.164,0.201901417,200504
369604AY,26567,4500,0,1381,10122.164,0.201901417,200504
36962GXZ,26567,11500,0,1381,10122.164,0.201901417,200504
370425RZ,26567,605,0,1381,10122.164,0.201901417,200504
38141GAZ,26567,100,0,1381,10122.164,0.201901417,200504
617446HR,26567,12000,0,1381,10122.164,0.201901417,200504
61748AAE,26567,18500,0,1381,10122.164,0.201901417,200504
852060AD,26567,1500,0,1381,10122.164,0.201901417,200504
852060AJ,26567,100,100,1381,10122.164,0.201901417,200504
931142BE,26567,14553,-5000,1381,10122.164,0.201901417,200504
00209TAA,20259,25362,0,1911,44051.83,0.201901417,200504
111021AE,20259,59000,0,1911,44051.83,0.201901417,200504
172967CQ,20259,42130,0,1911,44051.83,0.201901417,200504
208251AE,20259,41500,0,1911,44051.83,0.201901417,200504
25156PAC,20259,86000,-19800,1911,44051.83,0.201901417,200504
345370CA,20259,0,-56156,1911,44051.83,0.201901417,200504
345397TZ,20259,0,-19899,1911,44051.83,0.201901417,200504
35177PAK,20259,21569,0,1911,44051.83,0.201901417,200504
369604AY,20259,34125,0,1911,44051.83,0.201901417,200504
36962GXZ,20259,69000,0,1911,44051.83,0.201901417,200504
36962GYY,20259,0,-9900,1911,44051.83,0.201901417,200504
370425RZ,20259,0,-45580,1911,44051.83,0.201901417,200504
370442BT,20259,0,-53485,1911,44051.83,0.201901417,200504
38141GAZ,20259,80000,0,1911,44051.83,0.201901417,200504
617446GM,20259,80000,0,1911,44051.83,0.201901417,200504
617446HR,20259,0,-65975,1911,44051.83,0.201901417,200504
852060AD,20259,58000,0,1911,44051.83,0.201901417,200504
852060AG,20259,40200,0,1911,44051.83,0.201901417,200504
852060AT,20259,38285,0,1911,44051.83,0.201901417,200504
931142BE,20259,40000,-9700,1911,44051.83,0.201901417,200504
00184AAC,20703,31466,5150,4231,70629.022,0.201901417,200504
00184AAF,20703,2000,-1030,4231,70629.022,0.201901417,200504
00209AAE,20703,22700,0,4231,70629.022,0.201901417,200504
00209AAG,20703,470,0,4231,70629.022,0.201901417,200504
00209TAA,20703,12284,0,4231,70629.022,0.201901417,200504
060505AG,20703,4500,0,4231,70629.022,0.201901417,200504
111021AD,20703,24000,-3000,4231,70629.022,0.201901417,200504
111021AE,20703,88210,0,4231,70629.022,0.201901417,200504
172967AZ,20703,34925,0,4231,70629.022,0.201901417,200504
172967CQ,20703,41185,0,4231,70629.022,0.201901417,200504
208251AE,20703,66170,-10000,4231,70629.022,0.201901417,200504
25156PAB,20703,36500,0,4231,70629.022,0.201901417,200504
25156PAC,20703,95498,-5130,4231,70629.022,0.201901417,200504
25179SAC,20703,5000,0,4231,70629.022,0.201901417,200504
337932AB,20703,42401,7000,4231,70629.022,0.201901417,200504
337932AC,20703,95555,7000,4231,70629.022,0.201901417,200504
345370CA,20703,23240,15240,4231,70629.022,0.201901417,200504
345397SG,20703,3800,-1320,4231,70629.022,0.201901417,200504
345397SM,20703,0,-11480,4231,70629.022,0.201901417,200504
345397TS,20703,0,-27275,4231,70629.022,0.201901417,200504
345397TY,20703,11200,0,4231,70629.022,0.201901417,200504
345397TZ,20703,5850,-75,4231,70629.022,0.201901417,200504
35177PAK,20703,29800,0,4231,70629.022,0.201901417,200504
36962GXZ,20703,43025,2000,4231,70629.022,0.201901417,200504
36962GYY,20703,15000,0,4231,70629.022,0.201901417,200504
370425RZ,20703,13000,0,4231,70629.022,0.201901417,200504
38141GAZ,20703,10000,0,4231,70629.022,0.201901417,200504
617446GM,20703,5000,0,4231,70629.022,0.201901417,200504
61748AAE,20703,2000,-10070,4231,70629.022,0.201901417,200504
852060AG,20703,98525,0,4231,70629.022,0.201901417,200504
852060AJ,20703,1000,0,4231,70629.022,0.201901417,200504
852060AS,20703,38500,7500,4231,70629.022,0.201901417,200504
852060AT,20703,37765,0,4231,70629.022,0.201901417,200504
931142BE,20703,11218,0,4231,70629.022,0.201901417,200504
00184AAC,24228,30000,0,2975,58305.8,0.201901417,200504
00184AAF,24228,5000,0,2975,58305.8,0.201901417,200504
00209AAE,24228,42500,0,2975,58305.8,0.201901417,200504
00209AAG,24228,15000,0,2975,58305.8,0.201901417,200504
060505AG,24228,14500,0,2975,58305.8,0.201901417,200504
111021AE,24228,103000,0,2975,58305.8,0.201901417,200504
172967CQ,24228,63886,0,2975,58305.8,0.201901417,200504
208251AE,24228,33500,0,2975,58305.8,0.201901417,200504
25156PAB,24228,25000,0,2975,58305.8,0.201901417,200504
25156PAC,24228,97000,0,2975,58305.8,0.201901417,200504
25179SAC,24228,10000,0,2975,58305.8,0.201901417,200504
337932AB,24228,20000,0,2975,58305.8,0.201901417,200504
345397SG,24228,2000,0,2975,58305.8,0.201901417,200504
345397TS,24228,3000,0,2975,58305.8,0.201901417,200504
345397TY,24228,3000,0,2975,58305.8,0.201901417,200504
35177PAK,24228,73000,0,2975,58305.8,0.201901417,200504
36962GXZ,24228,60000,0,2975,58305.8,0.201901417,200504
36962GYY,24228,35000,0,2975,58305.8,0.201901417,200504
617446GM,24228,25000,0,2975,58305.8,0.201901417,200504
617446HR,24228,25000,0,2975,58305.8,0.201901417,200504
61748AAE,24228,75000,0,2975,58305.8,0.201901417,200504
852060AD,24228,62000,0,2975,58305.8,0.201901417,200504
852060AG,24228,53000,0,2975,58305.8,0.201901417,200504
852060AJ,24228,10000,0,2975,58305.8,0.201901417,200504
852060AS,24228,51000,0,2975,58305.8,0.201901417,200504
852060AT,24228,2000,0,2975,58305.8,0.201901417,200504
931142BE,24228,5000,0,2975,58305.8,0.201901417,200504
00209AAE,26326,34380,21150,2780,24153.09,0.201901417,200504
00209AAG,26326,20355,20000,2780,24153.09,0.201901417,200504
00209TAA,26326,0,-590,2780,24153.09,0.201901417,200504
060505AG,26326,18130,2650,2780,24153.09,0.201901417,200504
111021AD,26326,55330,3650,2780,24153.09,0.201901417,200504
111021AE,26326,12000,0,2780,24153.09,0.201901417,200504
172967CQ,26326,6158,143,2780,24153.09,0.201901417,200504
208251AE,26326,12500,8000,2780,24153.09,0.201901417,200504
25156PAB,26326,25380,4650,2780,24153.09,0.201901417,200504
25156PAC,26326,35750,10000,2780,24153.09,0.201901417,200504
25179SAC,26326,3000,1000,2780,24153.09,0.201901417,200504
337932AB,26326,7000,2000,2780,24153.09,0.201901417,200504
345370CA,26326,2500,0,2780,24153.09,0.201901417,200504
345397SG,26326,6500,-2500,2780,24153.09,0.201901417,200504
345397SM,26326,3450,450,2780,24153.09,0.201901417,200504
345397TY,26326,2500,2500,2780,24153.09,0.201901417,200504
35177PAK,26326,82280,43400,2780,24153.09,0.201901417,200504
369604AY,26326,34250,7500,2780,24153.09,0.201901417,200504
36962GXZ,26326,11975,8000,2780,24153.09,0.201901417,200504
36962GYY,26326,11645,7000,2780,24153.09,0.201901417,200504
38141GAZ,26326,54910,150,2780,24153.09,0.201901417,200504
617446GM,26326,11850,0,2780,24153.09,0.201901417,200504
617446HR,26326,45010,12500,2780,24153.09,0.201901417,200504
61748AAE,26326,6250,6250,2780,24153.09,0.201901417,200504
852060AD,26326,2000,-25000,2780,24153.09,0.201901417,200504
852060AG,26326,9425,5925,2780,24153.09,0.201901417,200504
852060AJ,26326,17780,-8850,2780,24153.09,0.201901417,200504
852060AS,26326,21235,0,2780,24153.09,0.201901417,200504
852060AT,26326,2000,0,2780,24153.09,0.201901417,200504
931142BE,26326,25880,13150,2780,24153.09,0.201901417,200504
00184AAC,21374,4500,0,822,8739.41,0.201901417,200504
00184AAF,21374,0,-19750,822,8739.41,0.201901417,200504
00209AAE,21374,27000,17000,822,8739.41,0.201901417,200504
060505AG,21374,0,-9400,822,8739.41,0.201901417,200504
111021AD,21374,18600,0,822,8739.41,0.201901417,200504
111021AE,21374,0,-3600,822,8739.41,0.201901417,200504
172967CQ,21374,0,-62000,822,8739.41,0.201901417,200504
25156PAC,21374,3000,-4750,822,8739.41,0.201901417,200504
337932AB,21374,0,-21520,822,8739.41,0.201901417,200504
337932AC,21374,320,-1920,822,8739.41,0.201901417,200504
345370CA,21374,9235,3475,822,8739.41,0.201901417,200504
345397SG,21374,4190,-4610,822,8739.41,0.201901417,200504
345397SM,21374,0,-19175,822,8739.41,0.201901417,200504
345397TY,21374,0,-1540,822,8739.41,0.201901417,200504
35177PAK,21374,6000,0,822,8739.41,0.201901417,200504
369604AY,21374,5000,-6000,822,8739.41,0.201901417,200504
36962GXZ,21374,6000,6000,822,8739.41,0.201901417,200504
36962GYY,21374,0,-6000,822,8739.41,0.201901417,200504
370425RZ,21374,1845,-945,822,8739.41,0.201901417,200504
370442BT,21374,0,-575,822,8739.41,0.201901417,200504
38141GAZ,21374,7000,0,822,8739.41,0.201901417,200504
617446GM,21374,44000,0,822,8739.41,0.201901417,200504
617446HR,21374,28700,27000,822,8739.41,0.201901417,200504
61748AAE,21374,0,-27000,822,8739.41,0.201901417,200504
852060AD,21374,0,-2790,822,8739.41,0.201901417,200504
852060AJ,21374,3000,0,822,8739.41,0.201901417,200504
852060AS,21374,10000,0,822,8739.41,0.201901417,200504
852060AT,21374,0,-6000,822,8739.41,0.201901417,200504
00184AAC,30802,200,0,651,304.541,0.201901417,200504
00209AAE,30802,325,0,651,304.541,0.201901417,200504
00209TAA,30802,1093,0,651,304.541,0.201901417,200504
060505AG,30802,355,0,651,304.541,0.201901417,200504
111021AD,30802,300,0,651,304.541,0.201901417,200504
111021AE,30802,290,0,651,304.541,0.201901417,200504
172967CQ,30802,903,-355,651,304.541,0.201901417,200504
208251AE,30802,150,0,651,304.541,0.201901417,200504
25156PAC,30802,100,0,651,304.541,0.201901417,200504
25179SAC,30802,275,0,651,304.541,0.201901417,200504
345397TY,30802,250,0,651,304.541,0.201901417,200504
35177PAK,30802,350,0,651,304.541,0.201901417,200504
369604AY,30802,210,0,651,304.541,0.201901417,200504
36962GXZ,30802,280,0,651,304.541,0.201901417,200504
36962GYY,30802,1535,0,651,304.541,0.201901417,200504
38141GAZ,30802,800,0,651,304.541,0.201901417,200504
617446GM,30802,650,0,651,304.541,0.201901417,200504
617446HR,30802,800,0,651,304.541,0.201901417,200504
61748AAE,30802,350,130,651,304.541,0.201901417,200504
852060AS,30802,230,0,651,304.541,0.201901417,200504
852060AT,30802,200,0,651,304.541,0.201901417,200504
00184AAC,38844,225,0,979,780.945,0.201901417,200504
00209AAE,38844,1320,0,979,780.945,0.201901417,200504
00209AAG,38844,675,175,979,780.945,0.201901417,200504
00209TAA,38844,2810,280,979,780.945,0.201901417,200504
060505AG,38844,1320,0,979,780.945,0.201901417,200504
111021AD,38844,1080,100,979,780.945,0.201901417,200504
111021AE,38844,500,0,979,780.945,0.201901417,200504
172967AZ,38844,1200,200,979,780.945,0.201901417,200504
172967CQ,38844,5609,250,979,780.945,0.201901417,200504
208251AE,38844,250,0,979,780.945,0.201901417,200504
25156PAB,38844,750,0,979,780.945,0.201901417,200504
25156PAC,38844,350,50,979,780.945,0.201901417,200504
25179SAC,38844,1075,75,979,780.945,0.201901417,200504
337932AB,38844,285,285,979,780.945,0.201901417,200504
337932AC,38844,50,50,979,780.945,0.201901417,200504
345397TY,38844,500,0,979,780.945,0.201901417,200504
345397TZ,38844,800,800,979,780.945,0.201901417,200504
35177PAK,38844,1580,75,979,780.945,0.201901417,200504
369604AY,38844,700,125,979,780.945,0.201901417,200504
36962GXZ,38844,600,100,979,780.945,0.201901417,200504
36962GYY,38844,4045,0,979,780.945,0.201901417,200504
38141GAZ,38844,650,150,979,780.945,0.201901417,200504
617446HR,38844,300,0,979,780.945,0.201901417,200504
61748AAE,38844,650,-990,979,780.945,0.201901417,200504
852060AD,38844,500,0,979,780.945,0.201901417,200504
852060AG,38844,400,100,979,780.945,0.201901417,200504
852060AJ,38844,950,200,979,780.945,0.201901417,200504
852060AS,38844,500,0,979,780.945,0.201901417,200504
931142BE,38844,750,0,979,780.945,0.201901417,200504
345370CA,16403,4195,0,389,1927.819,0.201901417,200504
345397TZ,16403,0,-1015,389,1927.819,0.201901417,200504
369604AY,16403,1270,0,389,1927.819,0.201901417,200504
370425RZ,16403,3875,3875,389,1927.819,0.201901417,200504
370442BT,16403,2010,2010,389,1927.819,0.201901417,200504
61748AAE,16403,360,0,389,1927.819,0.201901417,200504
852060AJ,16403,0,-5,389,1927.819,0.201901417,200504
852060AT,16403,1905,0,389,1927.819,0.201901417,200504
00184AAC,23175,9825,0,1111,13084.23,0.201901417,200504
00184AAF,23175,40000,0,1111,13084.23,0.201901417,200504
00209AAE,23175,15355,0,1111,13084.23,0.201901417,200504
00209AAG,23175,62630,0,1111,13084.23,0.201901417,200504
111021AD,23175,15000,0,1111,13084.23,0.201901417,200504
25156PAB,23175,1300,0,1111,13084.23,0.201901417,200504
25156PAC,23175,20000,0,1111,13084.23,0.201901417,200504
25179SAC,23175,8500,0,1111,13084.23,0.201901417,200504
345370CA,23175,0,-10000,1111,13084.23,0.201901417,200504
345397SG,23175,3500,-1500,1111,13084.23,0.201901417,200504
345397SM,23175,53725,-15920,1111,13084.23,0.201901417,200504
345397TS,23175,0,-10625,1111,13084.23,0.201901417,200504
35177PAK,23175,111350,-3300,1111,13084.23,0.201901417,200504
369604AY,23175,12750,0,1111,13084.23,0.201901417,200504
36962GYY,23175,15000,0,1111,13084.23,0.201901417,200504
370425RZ,23175,0,-23000,1111,13084.23,0.201901417,200504
370442BT,23175,1200,1200,1111,13084.23,0.201901417,200504
852060AD,23175,15000,0,1111,13084.23,0.201901417,200504
852060AJ,23175,10000,-6690,1111,13084.23,0.201901417,200504
00184AAF,23389,9230,0,530,5113.093,0.201901417,200504
00209AAE,23389,4420,0,530,5113.093,0.201901417,200504
111021AD,23389,11325,0,530,5113.093,0.201901417,200504
111021AE,23389,3080,0,530,5113.093,0.201901417,200504
172967CQ,23389,18000,0,530,5113.093,0.201901417,200504
337932AB,23389,18393,0,530,5113.093,0.201901417,200504
345370CA,23389,11100,0,530,5113.093,0.201901417,200504
345397SM,23389,15015,-10000,530,5113.093,0.201901417,200504
345397TY,23389,5875,-3125,530,5113.093,0.201901417,200504
36962GYY,23389,7100,0,530,5113.093,0.201901417,200504
370425RZ,23389,28000,0,530,5113.093,0.201901417,200504
629377AU,23389,19560,19560,530,5113.093,0.201901417,200504
852060AD,23389,16000,0,530,5113.093,0.201901417,200504
852060AJ,23389,5040,0,530,5113.093,0.201901417,200504
00184AAC,25208,120,120,318,9077.316,0.201901417,200504
00184AAF,25208,350,100,318,9077.316,0.201901417,200504
00209AAG,25208,250,250,318,9077.316,0.201901417,200504
00209TAA,25208,300,300,318,9077.316,0.201901417,200504
111021AD,25208,200,200,318,9077.316,0.201901417,200504
111021AE,25208,250,250,318,9077.316,0.201901417,200504
345397SG,25208,97228,0,318,9077.316,0.201901417,200504
345397SM,25208,5600,0,318,9077.316,0.201901417,200504
35177PAK,25208,870,520,318,9077.316,0.201901417,200504
38141GAZ,25208,100,100,318,9077.316,0.201901417,200504
617446GM,25208,200,200,318,9077.316,0.201901417,200504
61748AAE,25208,160,160,318,9077.316,0.201901417,200504
852060AJ,25208,420,420,318,9077.316,0.201901417,200504
852060AS,25208,750,0,318,9077.316,0.201901417,200504
00184AAF,25766,500,200,243,35.803,0.201901417,200504
111021AD,25766,100,0,243,35.803,0.201901417,200504
172967CQ,25766,200,0,243,35.803,0.201901417,200504
25156PAB,25766,330,0,243,35.803,0.201901417,200504
337932AB,25766,100,100,243,35.803,0.201901417,200504
345397TZ,25766,100,100,243,35.803,0.201901417,200504
35177PAK,25766,130,0,243,35.803,0.201901417,200504
36962GXZ,25766,500,0,243,35.803,0.201901417,200504
617446HR,25766,325,0,243,35.803,0.201901417,200504
61748AAE,25766,400,200,243,35.803,0.201901417,200504
852060AD,25766,100,0,243,35.803,0.201901417,200504
852060AS,25766,400,0,243,35.803,0.201901417,200504
931142BE,25766,30,0,243,35.803,0.201901417,200504
